CNPJ_CIA;DT_REFER;VERSAO;DENOM_CIA;CD_CVM;CATEG_DOC;ID_DOC;DT_RECEB;LINK_DOC
00.359.742/0001-08;2025-06-30;1;FICTOR ALIMENTOS S.A. - EM RECUPERAÇÃO JUDICIAL;015423;ITR;151407;2025-08-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=151407
00.359.742/0001-08;2025-09-30;1;FICTOR ALIMENTOS S.A. - EM RECUPERAÇÃO JUDICIAL;015423;ITR;153376;2025-11-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=153376
00.383.281/0001-09;2025-03-31;1;BNDES PARTICIPACOES S.A. - BNDESPAR;016772;ITR;147766;2025-05-15;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=147766
00.383.281/0001-09;2025-06-30;1;BNDES PARTICIPACOES S.A. - BNDESPAR;016772;ITR;151297;2025-08-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=151297
00.383.281/0001-09;2025-09-30;1;BNDES PARTICIPACOES S.A. - BNDESPAR;016772;ITR;153281;2025-11-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=153281
00.389.481/0001-79;2025-03-31;1;LM TRANSPORTES INTERESTADUAIS SERVIÇOS E COMÉRCIO S.A.;024880;ITR;147234;2025-05-09;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=147234
00.389.481/0001-79;2025-06-30;1;LM TRANSPORTES INTERESTADUAIS SERVIÇOS E COMÉRCIO S.A.;024880;ITR;150857;2025-08-11;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=150857
00.389.481/0001-79;2025-09-30;1;LM TRANSPORTES INTERESTADUAIS SERVIÇOS E COMÉRCIO S.A.;024880;ITR;153180;2025-11-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=153180
00.644.907/0001-93;2025-03-31;1;INVESTCO S.A.;018589;ITR;146964;2025-05-07;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=146964
00.644.907/0001-93;2025-06-30;1;INVESTCO S.A.;018589;ITR;150288;2025-07-30;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=150288
00.644.907/0001-93;2025-09-30;1;INVESTCO S.A.;018589;ITR;152556;2025-10-30;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=152556
00.743.065/0001-27;2025-03-31;1;LITEL PARTICIPACOES S.A.;015091;ITR;147585;2025-05-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=147585
00.743.065/0001-27;2025-06-30;1;LITEL PARTICIPACOES S.A.;015091;ITR;151126;2025-08-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=151126
00.743.065/0001-27;2025-09-30;1;LITEL PARTICIPACOES S.A.;015091;ITR;153142;2025-11-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=153142
00.776.574/0001-56;2025-03-31;1;AMERICANAS S.A. - EM RECUPERAÇÃO JUDICIAL;020990;ITR;147691;2025-05-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=147691
00.776.574/0001-56;2025-06-30;1;AMERICANAS S.A. - EM RECUPERAÇÃO JUDICIAL;020990;ITR;150959;2025-08-12;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=150959
00.776.574/0001-56;2025-09-30;1;AMERICANAS S.A. - EM RECUPERAÇÃO JUDICIAL;020990;ITR;153054;2025-11-12;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=153054
00.864.214/0001-06;2025-03-31;1;ENERGISA S.A.;015253;ITR;147167;2025-05-08;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=147167
00.864.214/0001-06;2025-06-30;1;ENERGISA S.A.;015253;ITR;150758;2025-08-07;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=150758
00.864.214/0001-06;2025-09-30;1;ENERGISA S.A.;015253;ITR;152753;2025-11-06;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=152753
00.873.894/0001-24;2025-03-31;1;LETS RENT A CAR S/A;027383;ITR;147634;2025-05-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=147634
00.873.894/0001-24;2025-06-30;1;LETS RENT A CAR S/A;027383;ITR;150937;2025-08-12;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=150937
00.873.894/0001-24;2025-09-30;1;LETS RENT A CAR S/A;027383;ITR;152938;2025-11-11;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=152938
00.897.864/0001-58;2025-03-31;1;SANTA CATARINA PART INVEST SA;015199;ITR;147346;2025-05-12;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=147346
00.897.864/0001-58;2025-06-30;1;SANTA CATARINA PART INVEST SA;015199;ITR;151076;2025-08-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=151076
00.897.864/0001-58;2025-09-30;1;SANTA CATARINA PART INVEST SA;015199;ITR;152367;2025-10-17;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=152367
00.924.429/0001-75;2025-03-31;1;FERROVIA CENTRO-ATLANTICA S.A.;015369;ITR;147616;2025-05-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=147616
00.924.429/0001-75;2025-06-30;1;FERROVIA CENTRO-ATLANTICA S.A.;015369;ITR;151192;2025-08-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=151192
00.924.429/0001-75;2025-09-30;1;FERROVIA CENTRO-ATLANTICA S.A.;015369;ITR;153790;2025-12-10;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=153790
00.938.574/0001-05;2025-03-31;1;CONC RIO-TERESOPOLIS S.A.;019208;ITR;147344;2025-05-12;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=147344
00.938.574/0001-05;2025-06-30;1;CONC RIO-TERESOPOLIS S.A.;019208;ITR;150593;2025-08-05;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=150593
00.938.574/0001-05;2025-09-30;1;CONC RIO-TERESOPOLIS S.A.;019208;ITR;152675;2025-11-05;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=152675
00.974.211/0001-25;2025-03-31;1;LINHA AMARELA S.A. - LAMSA;024937;ITR;153401;2025-11-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=153401
00.974.211/0001-25;2025-06-30;1;LINHA AMARELA S.A. - LAMSA;024937;ITR;153402;2025-11-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=153402
00.974.211/0001-25;2025-09-30;1;LINHA AMARELA S.A. - LAMSA;024937;ITR;153404;2025-11-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=153404
00.979.969/0001-56;2025-03-31;1;CAIXA ADM DIV PUB ESTADUAL SA;015717;ITR;147216;2025-05-09;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=147216
00.979.969/0001-56;2025-06-30;1;CAIXA ADM DIV PUB ESTADUAL SA;015717;ITR;150835;2025-08-11;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=150835
00.979.969/0001-56;2025-09-30;1;CAIXA ADM DIV PUB ESTADUAL SA;015717;ITR;152544;2025-10-30;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=152544
01.027.058/0001-91;2025-03-31;1;CIELO S.A. -  INSTITUIÇÃO DE PAGAMENTO;021733;ITR;147810;2025-05-15;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=147810
01.027.058/0001-91;2025-06-30;1;CIELO S.A. -  INSTITUIÇÃO DE PAGAMENTO;021733;ITR;151284;2025-08-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=151284
01.027.058/0001-91;2025-09-30;1;CIELO S.A. -  INSTITUIÇÃO DE PAGAMENTO;021733;ITR;153363;2025-11-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=153363
01.083.200/0001-18;2025-03-31;1;NEOENERGIA S.A.;015539;ITR;146648;2025-04-29;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=146648
01.083.200/0001-18;2025-06-30;1;NEOENERGIA S.A.;015539;ITR;150058;2025-07-22;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=150058
01.083.200/0001-18;2025-09-30;1;NEOENERGIA S.A.;015539;ITR;152492;2025-10-27;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=152492
01.104.937/0001-70;2025-03-31;1;ELETROBRÁS PARTICIPAÇÕES S.A. - ELETROPAR;015784;ITR;147831;2025-05-15;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=147831
01.107.327/0001-20;2025-03-31;1;BBM LOGÍSTICA S.A.;024660;ITR;153636;2025-11-28;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=153636
01.107.327/0001-20;2025-06-30;1;BBM LOGÍSTICA S.A.;024660;ITR;153787;2025-12-10;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=153787
01.107.327/0001-20;2025-09-30;1;BBM LOGÍSTICA S.A.;024660;ITR;153788;2025-12-10;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=153788
01.258.944/0001-26;2025-03-31;1;RUMO MALHA SUL S.A.;015709;ITR;147652;2025-05-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=147652
01.258.944/0001-26;2025-06-30;1;RUMO MALHA SUL S.A.;015709;ITR;151142;2025-08-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=151142
01.258.944/0001-26;2025-09-30;1;RUMO MALHA SUL S.A.;015709;ITR;153382;2025-11-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=153382
01.319.044/0001-41;2025-03-31;1;WTC AMAZONAS SUITE HOTEL S.A.;015741;ITR;147757;2025-05-15;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=147757
01.319.044/0001-41;2025-06-30;1;WTC AMAZONAS SUITE HOTEL S.A.;015741;ITR;150920;2025-08-12;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=150920
01.319.044/0001-41;2025-09-30;1;WTC AMAZONAS SUITE HOTEL S.A.;015741;ITR;153123;2025-11-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=153123
01.417.222/0001-77;2025-03-31;1;MRS LOGISTICA S.A.;017949;ITR;147638;2025-05-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=147638
01.417.222/0001-77;2025-06-30;1;MRS LOGISTICA S.A.;017949;ITR;151140;2025-08-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=151140
01.417.222/0001-77;2025-09-30;1;MRS LOGISTICA S.A.;017949;ITR;153185;2025-11-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=153185
01.543.032/0001-04;2025-03-31;1;EQUATORIAL GOIÁS DISTRIBUIDORA DE ENERGIA S.A.;025577;ITR;147698;2025-05-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=147698
01.543.032/0001-04;2025-06-30;1;EQUATORIAL GOIÁS DISTRIBUIDORA DE ENERGIA S.A.;025577;ITR;151100;2025-08-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=151100
01.543.032/0001-04;2025-09-30;1;EQUATORIAL GOIÁS DISTRIBUIDORA DE ENERGIA S.A.;025577;ITR;153077;2025-11-12;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=153077
01.545.826/0001-07;2025-03-31;1;GAFISA S.A.;016101;ITR;147900;2025-05-15;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=147900
01.545.826/0001-07;2025-06-30;1;GAFISA S.A.;016101;ITR;151419;2025-08-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=151419
01.545.826/0001-07;2025-09-30;1;GAFISA S.A.;016101;ITR;153257;2025-11-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=153257
01.548.981/0001-79;2025-03-31;1;INVESTIMENTOS BEMGE S.A.;006041;ITR;147258;2025-05-09;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=147258
01.548.981/0001-79;2025-06-30;1;INVESTIMENTOS BEMGE S.A.;006041;ITR;150819;2025-08-08;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=150819
01.548.981/0001-79;2025-09-30;1;INVESTIMENTOS BEMGE S.A.;006041;ITR;152816;2025-11-07;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=152816
01.599.101/0001-93;2025-03-31;1;SEQUOIA LOGÍSTICA E TRANSPORTES S.A.;025160;ITR;153510;2025-11-19;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=153510
01.599.101/0001-93;2025-06-30;1;SEQUOIA LOGÍSTICA E TRANSPORTES S.A.;025160;ITR;154077;2025-12-29;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=154077
01.599.101/0001-93;2025-09-30;1;SEQUOIA LOGÍSTICA E TRANSPORTES S.A.;025160;ITR;155363;2026-03-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=155363
01.616.929/0001-02;2025-03-31;1;SANEAMENTO DE GOIAS SA;019186;ITR;147129;2025-05-08;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=147129
01.616.929/0001-02;2025-06-30;1;SANEAMENTO DE GOIAS SA;019186;ITR;150730;2025-08-07;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=150730
01.616.929/0001-02;2025-09-30;1;SANEAMENTO DE GOIAS SA;019186;ITR;152756;2025-11-06;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=152756
01.637.895/0001-32;2025-03-31;1;VOTORANTIM CIMENTOS S.A.;027189;ITR;147444;2025-05-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=147444
01.637.895/0001-32;2025-06-30;1;VOTORANTIM CIMENTOS S.A.;027189;ITR;150832;2025-08-11;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=150832
01.637.895/0001-32;2025-09-30;1;VOTORANTIM CIMENTOS S.A.;027189;ITR;153109;2025-11-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=153109
01.838.723/0001-27;2025-03-31;1;BRF S.A.;016292;ITR;147888;2025-05-15;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=147888
01.838.723/0001-27;2025-06-30;1;BRF S.A.;016292;ITR;151334;2025-08-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=151334
01.838.723/0001-27;2025-09-30;1;BRF S.A.;016292;ITR;152872;2025-11-10;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=152872
01.851.771/0001-55;2025-03-31;1;524 PARTICIPACOES S.A.;016284;ITR;147909;2025-05-15;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=147909
