CNPJ_CIA;DT_REFER;VERSAO;DENOM_CIA;CD_CVM;CATEG_DOC;ID_DOC;DT_RECEB;LINK_DOC
60.851.615/0001-53;2025-12-31;1;BARDELLA S.A. INDUSTRIAS MECANICAS EM RECUPERAÇÃO JUDICIAL;001520;DFP;155860;2026-03-30;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=155860
60.872.504/0001-23;2025-12-31;1;ITAU UNIBANCO HOLDING S.A.;019348;DFP;154591;2026-02-04;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=154591
60.872.504/0001-23;2025-12-31;2;ITAU UNIBANCO HOLDING S.A.;019348;DFP;154741;2026-02-12;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=154741
60.884.319/0001-59;2025-12-31;1;NORDON INDUSTRIAS METALURGICAS S.A.;009083;DFP;155910;2026-03-31;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=155910
60.894.730/0001-05;2025-12-31;1;USINAS SID DE MINAS GERAIS S.A.-USIMINAS;014320;DFP;154757;2026-02-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=154757
60.933.603/0001-78;2025-12-31;1;CESP - CIA ENERGETICA DE SAO PAULO;002577;DFP;155041;2026-03-03;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=155041
61.022.042/0001-18;2025-12-31;1;CONSTRUTORA ADOLPHO LINDENBERG S.A.;004723;DFP;155286;2026-03-11;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=155286
61.065.298/0001-02;2025-12-31;1;MANGELS INDUSTRIAL S.A.;008397;DFP;155850;2026-03-30;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=155850
61.067.901/0001-95;2025-12-31;1;ÁGUAS DO PARÁ A SPE S.A;027979;DFP;156265;2026-04-16;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=156265
61.067.902/0001-30;2025-12-31;1;ÁGUAS DO PARÁ B SPE S.A.;027960;DFP;156264;2026-04-16;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=156264
61.067.904/0001-29;2025-12-31;1;ÁGUAS DO PARÁ D SPE S.A.;027987;DFP;156262;2026-04-16;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=156262
61.079.117/0001-05;2025-12-31;1;ALPARGATAS S.A.;010456;DFP;155116;2026-03-05;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=155116
61.080.313/0001-91;2025-12-31;1;COBRASMA S.A.;004448;DFP;155957;2026-03-31;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=155957
61.082.004/0001-50;2025-12-31;1;MANUFATURA DE BRINQUEDOS ESTRELA S.A.;008427;DFP;159207;2026-06-24;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=159207
61.088.894/0001-08;2025-12-31;1;CAMBUCI S.A.;002100;DFP;155323;2026-03-12;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=155323
61.092.037/0001-81;2025-12-31;1;ETERNIT S.A.;005762;DFP;155653;2026-03-24;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=155653
61.092.037/0001-81;2025-12-31;2;ETERNIT S.A.;005762;DFP;155679;2026-03-25;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=155679
61.092.037/0001-81;2025-12-31;3;ETERNIT S.A.;005762;DFP;155704;2026-03-25;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=155704
61.156.113/0001-75;2025-12-31;1;IOCHPE MAXION S.A.;011932;DFP;154907;2026-02-25;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=154907
61.156.931/0001-78;2025-12-31;1;ALIPERTI S.A.;012823;DFP;155680;2026-03-25;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=155680
61.186.680/0001-74;2025-12-31;1;BANCO BMG S/A;024600;DFP;154932;2026-02-26;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=154932
61.189.288/0001-89;2025-12-31;1;MARISA LOJAS S.A.;022055;DFP;155950;2026-03-31;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=155950
61.190.096/0001-92;2025-12-31;1;EUROFARMA LABORATÓRIOS S.A.;026700;DFP;155713;2026-03-26;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=155713
61.351.532/0001-68;2025-12-31;1;AZEVEDO E TRAVASSOS S.A.;011975;DFP;155955;2026-03-31;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=155955
61.374.161/0001-30;2025-12-31;1;BAUMER S.A.;001562;DFP;155939;2026-03-31;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=155939
61.409.892/0001-73;2025-12-31;1;COMPANHIA BRASILEIRA DE ALUMÍNIO;025984;DFP;155063;2026-03-04;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=155063
61.486.650/0001-83;2025-12-31;1;DIAGNOSTICOS DA AMERICA S.A.;019623;DFP;155752;2026-03-26;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=155752
61.532.644/0001-15;2025-12-31;1;ITAÚSA S.A.;007617;DFP;155399;2026-03-16;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=155399
61.584.140/0001-49;2025-12-31;1;REDE ENERGIA PARTICIPAÇÕES S.A.;003190;DFP;155330;2026-03-12;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=155330
61.585.865/0001-51;2025-12-31;1;RAIA DROGASIL S.A.;005258;DFP;155035;2026-03-03;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=155035
61.695.227/0001-93;2025-12-31;1;ELETROPAULO METROP. ELET. SAO PAULO S.A.;014176;DFP;154861;2026-02-24;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=154861
61.856.571/0001-17;2025-12-31;1;CIA GAS DE SAO PAULO - COMGAS;015636;DFP;155069;2026-03-04;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=155069
62.002.886/0001-60;2025-12-31;1;SAO PAULO TURISMO S.A.;009415;DFP;155795;2026-03-27;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=155795
62.070.362/0001-06;2025-12-31;1;COMPANHIA DO METROPOLITANO DE SÃO PAULO - METRÔ;027065;DFP;155488;2026-03-19;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=155488
62.144.175/0001-20;2025-12-31;1;BCO PINE S.A;020567;DFP;154785;2026-02-18;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=154785
62.144.175/0001-20;2025-12-31;2;BCO PINE S.A;020567;DFP;154814;2026-02-20;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=154814
62.144.175/0001-20;2025-12-31;3;BCO PINE S.A;020567;DFP;155965;2026-03-31;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=155965
62.232.889/0001-90;2025-12-31;1;BCO DAYCOVAL S.A.;020796;DFP;154681;2026-02-10;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=154681
62.232.889/0001-90;2025-12-31;2;BCO DAYCOVAL S.A.;020796;DFP;155523;2026-03-20;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=155523
62.258.884/0001-36;2025-12-31;1;INTERCEMENT BRASIL S.A. - EM RECUPERAÇÃO JUDICIAL;025992;DFP;155396;2026-03-16;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=155396
62.307.848/0001-15;2025-12-31;1;BANCO RCI BRASIL S.A.;021466;DFP;155398;2026-03-16;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=155398
62.984.091/0001-02;2025-12-31;1;CRUZEIRO DO SUL EDUCACIONAL S.A.;025526;DFP;155694;2026-03-25;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=155694
64.904.295/0001-03;2025-02-28;1;CAMIL ALIMENTOS S.A.;024228;DFP;147180;2025-05-08;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=147180
65.654.303/0001-73;2025-12-31;1;DIBENS LEASING S.A. - ARREND.MERCANTIL;014214;DFP;154627;2026-02-06;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=154627
67.010.660/0001-24;2025-12-31;1;RNI NEGÓCIOS IMOBILIÁRIOS S.A.;020451;DFP;155472;2026-03-18;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=155472
67.571.414/0001-41;2025-12-31;1;VIVER INCORPORADORA E CONSTRUTORA S.A.;020702;DFP;155865;2026-03-30;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=155865
67.571.414/0001-41;2025-12-31;2;VIVER INCORPORADORA E CONSTRUTORA S.A.;020702;DFP;155982;2026-04-01;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=155982
67.571.414/0001-41;2025-12-31;3;VIVER INCORPORADORA E CONSTRUTORA S.A.;020702;DFP;156045;2026-04-06;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=156045
67.620.377/0001-14;2025-12-31;1;MINERVA S.A.;020931;DFP;155476;2026-03-18;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=155476
71.208.516/0001-74;2025-12-31;1;ALGAR TELECOM S/A;021032;DFP;155338;2026-03-12;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=155338
71.476.527/0001-35;2025-12-31;1;CONSTRUTORA TENDA S.A.;021148;DFP;155118;2026-03-05;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=155118
71.673.990/0001-77;2025-12-31;1;NATURA COSMÉTICOS S.A.;019550;DFP;155385;2026-03-16;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=155385
73.178.600/0001-18;2025-12-31;1;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;014460;DFP;155491;2026-03-19;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=155491
73.903.718/0001-61;2025-12-31;1;SNB PARTICIPACOES SA;014303;DFP;155779;2026-03-27;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=155779
75.609.123/0001-23;2025-12-31;1;UNIDAS LOCAÇÕES E SERVIÇOS S.A.;023280;DFP;155482;2026-03-18;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=155482
76.483.817/0001-20;2025-12-31;1;CIA PARANAENSE DE ENERGIA - COPEL;014311;DFP;154946;2026-02-26;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=154946
76.484.013/0001-45;2025-12-31;1;CIA SANEAMENTO DO PARANA - SANEPAR;018627;DFP;154938;2026-02-26;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=154938
76.627.504/0001-06;2025-12-31;1;INEPAR S.A. INDUSTRIA E CONSTRUCOES EM RECUPERACAO JUDICIAL;007595;DFP;156100;2026-04-09;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=156100
79.430.682/0001-22;2025-12-31;1;FARMÁCIA E DROGARIA NISSEI S.A.;025429;DFP;155506;2026-03-19;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=155506
80.680.093/0001-81;2025-12-31;1;SENIOR SISTEMAS S.A.;026786;DFP;154858;2026-02-24;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=154858
81.243.735/0001-48;2025-12-31;1;POSITIVO TECNOLOGIA S.A.;020362;DFP;155484;2026-03-19;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=155484
81.616.807/0001-55;2025-12-31;1;GRANJA FARIA S.A.;027219;DFP;155862;2026-03-30;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=155862
82.120.676/0001-83;2025-12-31;1;ALMEIDA JUNIOR SHOPPING CENTERS S.A.;026395;DFP;155890;2026-03-31;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=155890
82.508.433/0001-17;2025-12-31;1;CIA CATARINENSE DE AGUAS E SANEAM.-CASAN;016861;DFP;155625;2026-03-24;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=155625
82.508.433/0001-17;2025-12-31;2;CIA CATARINENSE DE AGUAS E SANEAM.-CASAN;016861;DFP;157963;2026-05-26;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=157963
82.640.558/0001-04;2025-12-31;1;KARSTEN S.A.;004146;DFP;155758;2026-03-27;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=155758
82.643.537/0001-34;2025-12-31;1;ELECTRO ACO ALTONA S.A.;005380;DFP;155764;2026-03-27;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=155764
82.901.000/0001-27;2025-12-31;1;INTELBRAS S.A. IND. DE TELECOMUNICAÇÃO ELETRÔNICA BRASILEIRA;025453;DFP;154903;2026-02-25;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=154903
82.981.929/0001-03;2025-12-31;1;CIA INDUSTRIAL SCHLOSSER S.A.;003549;DFP;154621;2026-02-06;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=154621
82.982.075/0001-80;2025-12-31;1;TEXTIL RENAUXVIEW S.A.;007544;DFP;155819;2026-03-30;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=155819
83.475.913/0001-91;2025-12-31;1;PBG S/A;013773;DFP;155855;2026-03-30;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=155855
83.878.892/0001-55;2025-12-31;1;CENTRAIS ELET DE SANTA CATARINA S.A.;002461;DFP;155548;2026-03-20;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=155548
84.429.695/0001-11;2025-12-31;1;WEG S.A.;005410;DFP;154872;2026-02-25;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=154872
84.683.374/0001-49;2025-12-31;1;TUPY S.A.;006343;DFP;155493;2026-03-19;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=155493
84.683.408/0001-03;2025-12-31;1;DOHLER S.A.;005207;DFP;155660;2026-03-25;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=155660
84.683.671/0001-94;2025-12-31;1;WETZEL S.A.;011991;DFP;155762;2026-03-27;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=155762
84.684.455/0001-63;2025-12-31;1;TIGRE S.A. PARTICIPAÇÕES;026255;DFP;155594;2026-03-23;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=155594
84.693.183/0001-68;2025-12-31;1;SCHULZ S.A.;014664;DFP;155500;2026-03-19;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=155500
85.778.074/0001-06;2025-12-31;1;METALURGICA RIOSULENSE S.A.;013439;DFP;155874;2026-03-31;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=155874
86.375.425/0001-09;2025-12-31;1;METISA METALURGICA TIMBOENSE S.A.;008753;DFP;155519;2026-03-20;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=155519
87.043.832/0001-73;2025-12-31;1;SEIVA S.A. - FLORESTAS E INDÚSTRIAS;010561;DFP;154831;2026-02-23;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=154831
87.456.562/0001-22;2025-12-31;1;JOSAPAR-JOAQUIM OLIVEIRA S.A. - PARTICIP;013285;DFP;155613;2026-03-24;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=155613
87.762.563/0001-03;2025-12-31;1;CIA HABITASUL DE PARTICIPACOES;003298;DFP;155601;2026-03-23;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=155601
87.870.952/0001-44;2025-12-31;1;BORRACHAS VIPAL S.A.;026980;DFP;154857;2026-02-24;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=154857
88.610.126/0001-29;2025-12-31;1;FRASLE MOBILITY S.A.;006211;DFP;155265;2026-03-11;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=155265
88.610.191/0001-54;2025-12-31;1;MUNDIAL S.A. - PRODUTOS DE CONSUMO;005312;DFP;155555;2026-03-20;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=155555
88.611.835/0001-29;2025-12-31;1;MARCOPOLO S.A.;008451;DFP;154922;2026-02-26;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=154922
88.613.658/0001-10;2025-06-30;1;PETTENATI S.A. INDUSTRIA TEXTIL;009539;DFP;152019;2025-09-25;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=152019
89.086.144/0001-16;2025-12-31;1;RANDONCORP S.A.;014109;DFP;155317;2026-03-12;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=155317
89.096.457/0001-55;2025-12-31;1;SLC AGRICOLA S.A.;020745;DFP;155268;2026-03-11;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=155268
89.463.822/0001-12;2025-12-31;1;LUPATECH S.A;020060;DFP;156474;2026-04-29;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=156474
89.637.490/0001-45;2025-12-31;1;KLABIN S.A.;012653;DFP;154693;2026-02-11;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=154693
89.723.993/0001-33;2025-12-31;1;CONSTRUTORA SULTEPA S.A. - EM RECUPERAÇÃO JUDICIAL;013030;DFP;155778;2026-03-27;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=155778
89.850.341/0001-60;2025-12-31;1;GRENDENE S.A.;019615;DFP;155103;2026-03-05;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=155103
90.076.886/0001-40;2025-12-31;1;MINUPAR PARTICIPACOES S.A.;013765;DFP;155364;2026-03-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=155364
90.400.888/0001-42;2025-12-31;1;BCO SANTANDER (BRASIL) S.A.;020532;DFP;154583;2026-02-04;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=154583
90.400.888/0001-42;2025-12-31;2;BCO SANTANDER (BRASIL) S.A.;020532;DFP;154968;2026-02-27;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=154968
90.441.460/0001-48;2025-12-31;1;UNICASA INDÚSTRIA DE MÓVEIS S.A.;022780;DFP;155736;2026-03-26;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=155736
91.333.666/0001-17;2025-12-31;1;RECRUSUL S.A.;012572;DFP;155947;2026-03-31;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=155947
91.333.666/0001-17;2025-12-31;2;RECRUSUL S.A.;012572;DFP;155977;2026-04-01;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=155977
91.983.056/0001-69;2025-12-31;1;KEPLER WEBER S.A.;007870;DFP;154901;2026-02-25;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=154901
92.012.467/0001-70;2025-12-31;1;GRAZZIOTIN S.A.;004537;DFP;155360;2026-03-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=155360
92.660.570/0001-26;2025-12-31;1;TREVISA INVESTIMENTOS S.A.;008192;DFP;155804;2026-03-27;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=155804
92.665.611/0001-77;2025-12-31;1;DIMED S.A. DISTRIBUIDORA DE MEDICAMENTOS;009342;DFP;155509;2026-03-19;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=155509
92.690.783/0001-09;2025-12-31;1;METALURGICA GERDAU S.A.;008656;DFP;154833;2026-02-23;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=154833
92.693.019/0001-89;2025-12-31;1;PANATLANTICA S.A.;000094;DFP;155770;2026-03-27;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=155770
92.702.067/0001-96;2025-12-31;1;BANCO DO ESTADO DO RIO GRANDE DO SUL SA;001210;DFP;154711;2026-02-11;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=154711
92.715.812/0001-31;2025-12-31;1;CPFL TRANSMISSÃO S.A.;003204;DFP;155112;2026-03-05;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=155112
92.749.225/0001-63;2025-12-31;1;HERCULES S.A. FABRICA DE TALHERES;006629;DFP;155554;2026-03-20;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=155554
92.754.738/0001-62;2025-12-31;1;LOJAS RENNER S.A.;008133;DFP;155101;2026-03-05;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=155101
