CNPJ_CIA;DT_REFER;VERSAO;DENOM_CIA;CD_CVM;CATEG_DOC;ID_DOC;DT_RECEB;LINK_DOC
46.568.486/0001-60;2026-03-31;1;MANTIQUEIRA HOLDING S.A.;027952;ITR;156995;2026-05-08;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=156995
46.573.272/0001-81;2026-03-31;1;PORTO SAÚDE PARTICIPAÇÕES S.A.;027618;ITR;156788;2026-05-07;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=156788
47.155.252/0001-53;2026-03-31;1;VIA ARAUCÁRIA CONCESSIONÁRIA DE RODOVIAS S.A.;027936;ITR;157439;2026-05-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=157439
47.508.411/0001-56;2026-03-31;1;CIA BRASILEIRA DE DISTRIBUICAO;014826;ITR;157442;2026-05-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=157442
47.509.120/0001-82;2026-03-31;1;BRADESCO LEASING S.A. ARREND MERCANTIL;019640;ITR;156732;2026-05-06;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=156732
47.586.663/0001-01;2026-03-31;1;NOVA SOCIEDADE DE NAVEGAÇÃO S.A.;027081;ITR;157657;2026-05-15;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=157657
47.815.827/0001-17;2026-03-31;1;CAMINHOS DA SERRA GAUCHA S/A;027871;ITR;157558;2026-05-15;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=157558
47.815.827/0001-17;2026-03-31;2;CAMINHOS DA SERRA GAUCHA S/A;027871;ITR;157688;2026-05-18;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=157688
47.960.950/0001-21;2026-03-31;1;MAGAZINE LUIZA S.A.;022470;ITR;156880;2026-05-07;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=156880
48.127.008/0001-40;2026-03-31;1;CONCESSIONÁRIA RODOVIAS DO SUL DE MINAS SPE S.A.;027596;ITR;157586;2026-05-15;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=157586
48.127.012/0001-08;2026-03-31;1;CONCESSIONÁRIA RODOVIAS DO TRIÂNGULO SPE S.A.;027537;ITR;157581;2026-05-15;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=157581
48.710.127/0001-20;2026-03-31;1;SPE NOVO NORTE AEROPORTOS S.A;027758;ITR;157218;2026-05-12;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=157218
48.851.242/0001-15;2026-03-31;1;CONCESSIONARIA DAS RODOVIAS DO LESTE MS S/A;027790;ITR;157651;2026-05-15;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=157651
49.115.815/0001-05;2026-03-31;1;JBS N.V.;080233;ITR;157185;2026-05-12;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=157185
49.263.189/0001-02;2026-03-31;1;HELBOR EMPREENDIMENTOS S.A.;020877;ITR;157412;2026-05-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=157412
49.314.049/0001-08;2026-03-31;1;CONCESSIONÁRIA DE RODOVIAS NOROESTE PAULISTA S.A;027464;ITR;156869;2026-05-07;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=156869
49.314.049/0001-08;2026-06-30;1;CONCESSIONÁRIA DE RODOVIAS NOROESTE PAULISTA S.A;027464;ITR;159834;2026-07-30;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=159834
49.669.856/0001-43;2026-03-31;1;VESTE S.A. ESTILO;021440;ITR;157327;2026-05-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=157327
50.399.553/0001-37;2026-03-31;1;CONCESSIONÁRIA RODOANEL NORTE SPE S.A.;027782;ITR;157668;2026-05-15;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=157668
50.746.577/0001-15;2026-03-31;1;COSAN S.A.;019836;ITR;157416;2026-05-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=157416
50.926.955/0001-42;2026-03-31;1;VULCABRAS S.A.;011762;ITR;156629;2026-05-05;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=156629
51.128.999/0001-90;2026-03-31;1;NUTRIPLANT INDUSTRIA E COMERCIO S.A.;021334;ITR;157124;2026-05-12;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=157124
51.136.974/0001-38;2026-03-31;1;EPR INFRAESTRUTURA PR S.A.;027715;ITR;157609;2026-05-15;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=157609
51.137.031/0001-20;2026-03-31;1;EPR LITORAL PIONEIRO S.A.;027723;ITR;157604;2026-05-15;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=157604
51.218.147/0001-93;2026-03-31;1;IGUATEMI EMPRESA DE SHOPPING CENTERS S.A;020494;ITR;156647;2026-05-05;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=156647
51.430.503/0001-38;2026-03-31;1;PORTO SERVIÇO S.A;027600;ITR;156789;2026-05-07;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=156789
51.742.485/0001-20;2026-03-31;1;CONCESSIONÁRIA RODOVIAS DO CAFÉ SPE S.A.;027588;ITR;157595;2026-05-15;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=157595
51.928.174/0001-50;2026-03-31;1;PLASCAR PARTICIPACOES INDUSTRIAIS S.A.;013471;ITR;157044;2026-05-11;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=157044
52.017.473/0001-03;2026-03-31;1;AZEVEDO & TRAVASSOS ENERGIA S.A.;027626;ITR;157623;2026-05-15;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=157623
52.270.350/0001-71;2026-03-31;1;B100 S.A.;027634;ITR;157005;2026-05-08;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=157005
52.475.549/0001-36;2026-03-31;1;R/HOLDINGS S.A.;027685;ITR;157636;2026-05-15;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=157636
52.548.435/0001-79;2026-03-31;1;JSL S.A.;022020;ITR;156668;2026-05-05;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=156668
52.810.883/0001-07;2026-03-31;1;REVEE MCO S.A.;027561;ITR;157576;2026-05-15;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=157576
52.841.191/0001-18;2026-03-31;1;REVEE S.A.;027650;ITR;157630;2026-05-15;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=157630
53.113.791/0001-22;2026-03-31;1;TOTVS S.A.;019992;ITR;156731;2026-05-06;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=156731
53.153.938/0001-08;2026-03-31;1;UNIÃO PET PARTICIPAÇÕES S.A.;027766;ITR;156879;2026-05-07;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=156879
55.231.969/0001-65;2026-03-31;1;EPR VIA MINEIRA S.A.;027863;ITR;157601;2026-05-15;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=157601
56.444.250/0001-75;2026-03-31;1;HAUSCENTER SA;014850;ITR;158915;2026-06-02;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=158915
56.643.018/0001-66;2026-03-31;1;EUCATEX S.A. INDUSTRIA E COMERCIO;005770;ITR;157204;2026-05-12;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=157204
56.720.428/0001-63;2026-03-31;1;ROMI S.A.;007510;ITR;156205;2026-04-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=156205
56.720.428/0001-63;2026-06-30;1;ROMI S.A.;007510;ITR;159516;2026-07-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=159516
56.992.423/0001-90;2026-03-31;1;BICICLETAS MONARK S.A.;001694;ITR;157527;2026-05-15;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=157527
58.056.046/0001-02;2026-03-31;1;EPR IGUAÇU S.A.;027928;ITR;157607;2026-05-15;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=157607
58.070.452/0001-20;2026-03-31;1;IGUÁ SERGIPE S.A.;027812;ITR;157339;2026-05-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=157339
58.119.199/0001-51;2026-03-31;1;BRADSAÚDE S.A.;020125;ITR;156557;2026-05-04;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=156557
58.430.828/0001-60;2026-03-31;1;BLAU FARMACÊUTICA S.A.;024627;ITR;156901;2026-05-07;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=156901
59.105.999/0001-86;2026-03-31;1;WHIRLPOOL S.A.;014346;ITR;157403;2026-05-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=157403
59.115.685/0001-64;2026-03-31;1;TUPI ENERGIAS RENOVÁVEIS S.A.;027944;ITR;157611;2026-05-15;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=157611
59.115.685/0001-64;2026-06-30;1;TUPI ENERGIAS RENOVÁVEIS S.A.;027944;ITR;159947;2026-07-31;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=159947
59.196.897/0001-13;2026-03-31;1;CONCESSIONÁRIA DE RODOVIAS PRVIAS S.A.;027898;ITR;157224;2026-05-12;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=157224
59.418.806/0001-47;2026-03-31;1;TRACK & FIELD CO S.A.;025208;ITR;157090;2026-05-11;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=157090
59.546.515/0001-34;2026-03-31;1;FISIA COMÉRCIO DE PRODUTOS ESPORTIVOS S.A.;027529;ITR;157065;2026-05-11;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=157065
59.693.110/0001-29;2026-03-31;1;ORANJEBTC S.A. - EDUCAÇÃO E INVESTIMENTO;027910;ITR;157669;2026-05-15;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=157669
59.717.553/0001-02;2026-03-31;1;GRUPO MULTILASER S.A.;026034;ITR;157313;2026-05-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=157313
59.789.545/0001-71;2026-03-31;1;POLPAR S.A.;013447;ITR;157413;2026-05-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=157413
59.981.829/0001-65;2026-03-31;1;RODOBENS SA;025801;ITR;157592;2026-05-15;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=157592
60.398.369/0004-79;2026-03-31;1;PARANAPANEMA S.A. - EM RECUPERAÇÃO JUDICIAL;009393;ITR;159770;2026-07-29;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=159770
60.444.437/0001-46;2026-03-31;1;LIGHT SERVICOS DE ELETRICIDADE S.A.;008036;ITR;157463;2026-05-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=157463
60.476.884/0001-87;2026-03-31;1;MAHLE METAL LEVE S.A.;008575;ITR;156703;2026-05-06;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=156703
60.537.263/0001-66;2026-03-31;1;ALLPARK EMPREENDIMENTOS, PARTICIPAÇÕES E SERVIÇOS S.A.;024953;ITR;156712;2026-05-06;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=156712
60.543.816/0001-93;2026-03-31;1;IGUATEMI S.A.;008672;ITR;156646;2026-05-05;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=156646
60.651.809/0001-05;2026-03-31;1;SUZANO HOLDING S.A.;009067;ITR;157417;2026-05-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=157417
60.665.981/0001-18;2026-03-31;1;UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S.A.;026867;ITR;157401;2026-05-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=157401
60.730.348/0001-66;2026-03-31;1;CIA MELHORAMENTOS DE SAO PAULO;003654;ITR;158950;2026-06-03;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=158950
60.746.948/0001-12;2026-03-31;1;BCO BRADESCO S.A.;000906;ITR;156709;2026-05-06;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=156709
60.840.055/0001-31;2026-03-31;1;FLEURY S.A.;021881;ITR;156837;2026-05-07;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=156837
60.851.615/0001-53;2026-03-31;1;BARDELLA S.A. INDUSTRIAS MECANICAS EM RECUPERAÇÃO JUDICIAL;001520;ITR;157629;2026-05-15;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=157629
60.872.504/0001-23;2026-03-31;1;ITAU UNIBANCO HOLDING S.A.;019348;ITR;156638;2026-05-05;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=156638
60.884.319/0001-59;2026-03-31;1;NORDON INDUSTRIAS METALURGICAS S.A.;009083;ITR;157578;2026-05-15;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=157578
60.894.730/0001-05;2026-03-31;1;USINAS SID DE MINAS GERAIS S.A.-USIMINAS;014320;ITR;156351;2026-04-24;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=156351
60.894.730/0001-05;2026-06-30;1;USINAS SID DE MINAS GERAIS S.A.-USIMINAS;014320;ITR;159792;2026-07-30;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=159792
60.933.603/0001-78;2026-03-31;1;CESP - CIA ENERGETICA DE SAO PAULO;002577;ITR;156758;2026-05-06;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=156758
60.978.495/0001-50;2026-03-31;1;EPR PARANA S.A.;028070;ITR;159245;2026-06-26;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=159245
61.022.042/0001-18;2026-03-31;1;CONSTRUTORA ADOLPHO LINDENBERG S.A.;004723;ITR;156763;2026-05-06;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=156763
61.065.298/0001-02;2026-03-31;1;MANGELS INDUSTRIAL S.A.;008397;ITR;157307;2026-05-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=157307
61.067.901/0001-95;2026-03-31;1;ÁGUAS DO PARÁ A SPE S.A;027979;ITR;157108;2026-05-11;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=157108
61.067.902/0001-30;2026-03-31;1;ÁGUAS DO PARÁ B SPE S.A.;027960;ITR;157110;2026-05-11;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=157110
61.067.904/0001-29;2026-03-31;1;ÁGUAS DO PARÁ D SPE S.A.;027987;ITR;157112;2026-05-11;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=157112
61.079.117/0001-05;2026-03-31;1;ALPARGATAS S.A.;010456;ITR;156851;2026-05-07;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=156851
61.080.313/0001-91;2026-03-31;1;COBRASMA S.A.;004448;ITR;157567;2026-05-15;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=157567
61.088.894/0001-08;2026-03-31;1;CAMBUCI S.A.;002100;ITR;156658;2026-05-05;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=156658
61.092.037/0001-81;2026-03-31;1;ETERNIT S.A.;005762;ITR;157210;2026-05-12;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=157210
61.156.113/0001-75;2026-03-31;1;IOCHPE MAXION S.A.;011932;ITR;156479;2026-04-29;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=156479
61.156.931/0001-78;2026-03-31;1;ALIPERTI S.A.;012823;ITR;157573;2026-05-15;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=157573
61.186.680/0001-74;2026-03-31;1;BANCO BMG S/A;024600;ITR;156636;2026-05-05;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=156636
61.189.288/0001-89;2026-03-31;1;MARISA LOJAS S.A.;022055;ITR;157666;2026-05-15;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=157666
61.190.096/0001-92;2026-03-31;1;EUROFARMA LABORATÓRIOS S.A.;026700;ITR;157498;2026-05-15;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=157498
61.351.532/0001-68;2026-03-31;1;AZEVEDO E TRAVASSOS S.A.;011975;ITR;157620;2026-05-15;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=157620
61.351.532/0001-68;2026-03-31;2;AZEVEDO E TRAVASSOS S.A.;011975;ITR;157675;2026-05-15;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=157675
61.374.161/0001-30;2026-03-31;1;BAUMER S.A.;001562;ITR;157568;2026-05-15;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=157568
61.409.892/0001-73;2026-03-31;1;COMPANHIA BRASILEIRA DE ALUMÍNIO;025984;ITR;156734;2026-05-06;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=156734
61.486.650/0001-83;2026-03-31;1;DIAGNOSTICOS DA AMERICA S.A.;019623;ITR;157214;2026-05-12;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=157214
61.532.644/0001-15;2026-03-31;1;ITAÚSA S.A.;007617;ITR;157117;2026-05-11;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=157117
61.584.140/0001-49;2026-03-31;1;REDE ENERGIA PARTICIPAÇÕES S.A.;003190;ITR;157085;2026-05-11;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=157085
61.585.865/0001-51;2026-03-31;1;RAIA DROGASIL S.A.;005258;ITR;156671;2026-05-05;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=156671
61.695.227/0001-93;2026-03-31;1;ELETROPAULO METROP. ELET. SAO PAULO S.A.;014176;ITR;156496;2026-04-29;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=156496
61.695.227/0001-93;2026-06-30;1;ELETROPAULO METROP. ELET. SAO PAULO S.A.;014176;ITR;159745;2026-07-28;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=159745
61.856.571/0001-17;2026-03-31;1;CIA GAS DE SAO PAULO - COMGAS;015636;ITR;157298;2026-05-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=157298
62.002.886/0001-60;2026-03-31;1;SAO PAULO TURISMO S.A.;009415;ITR;157508;2026-05-15;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=157508
62.070.362/0001-06;2026-03-31;1;COMPANHIA DO METROPOLITANO DE SÃO PAULO - METRÔ;027065;ITR;157256;2026-05-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=157256
62.144.175/0001-20;2026-03-31;1;BCO PINE S.A;020567;ITR;156674;2026-05-06;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=156674
62.144.175/0001-20;2026-03-31;2;BCO PINE S.A;020567;ITR;157262;2026-05-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=157262
62.144.175/0001-20;2026-03-31;3;BCO PINE S.A;020567;ITR;157296;2026-05-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=157296
62.232.889/0001-90;2026-03-31;1;BCO DAYCOVAL S.A.;020796;ITR;156719;2026-05-06;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=156719
62.232.889/0001-90;2026-03-31;2;BCO DAYCOVAL S.A.;020796;ITR;158485;2026-05-29;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=158485
62.984.091/0001-02;2026-03-31;1;CRUZEIRO DO SUL EDUCACIONAL S.A.;025526;ITR;157188;2026-05-12;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=157188
64.904.295/0001-03;2026-05-31;1;CAMIL ALIMENTOS S.A.;024228;ITR;159513;2026-07-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=159513
65.654.303/0001-73;2026-03-31;1;DIBENS LEASING S.A. - ARREND.MERCANTIL;014214;ITR;156977;2026-05-08;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=156977
67.010.660/0001-24;2026-03-31;1;RNI NEGÓCIOS IMOBILIÁRIOS S.A.;020451;ITR;157640;2026-05-15;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=157640
